通53路(地铁梨园站--苍头村)
0,17,0.3333333333333333
0,46,1.0
0,51,0.3333333333333333
0,57,1.0
0,69,0.3333333333333333
0,82,0.3333333333333333
0,135,1.0
0,139,1.0
0,152,1.0
0,170,1.0
0,174,0.3333333333333333
0,213,0.3333333333333333
0,214,0.3333333333333333
1,3,0.3333333333333333
1,90,0.3333333333333333
1,105,0.3333333333333333
1,120,0.3333333333333333
1,181,0.3333333333333333
1,208,1.0
1,219,1.0
1,228,0.3333333333333333
1,12,1.0
1,25,0.3333333333333333
1,99,0.3333333333333333
1,15,0.3333333333333333
1,32,0.3333333333333333
1,75,0.3333333333333333
1,76,0.3333333333333333
1,102,0.3333333333333333
1,114,0.3333333333333333
1,117,0.3333333333333333
1,133,0.3333333333333333
1,159,0.5
1,161,1.0
1,190,0.3333333333333333
1,225,0.5
1,237,0.3333333333333333
2,208,1.0
2,209,1.0
2,218,1.0
2,219,1.0
2,14,0.3333333333333333
2,26,0.3333333333333333
2,33,0.3333333333333333
2,74,0.3333333333333333
2,86,0.3333333333333333
2,100,0.3333333333333333
2,116,0.3333333333333333
2,160,0.3333333333333333
2,191,0.3333333333333333
2,239,0.3333333333333333
2,85,1.0
3,4,0.2
3,11,0.2
3,24,0.2
3,91,0.2
3,98,0.2
3,106,0.2
3,113,0.2
3,121,1.0
3,182,0.2
3,189,0.2
3,229,0.2
3,236,0.2
3,14,0.3333333333333333
3,26,0.3333333333333333
3,33,0.3333333333333333
3,74,0.3333333333333333
3,77,0.3333333333333333
3,86,0.3333333333333333
3,89,0.3333333333333333
3,100,0.3333333333333333
3,103,0.3333333333333333
3,116,0.3333333333333333
3,119,0.3333333333333333
3,160,0.3333333333333333
3,180,0.3333333333333333
3,191,0.3333333333333333
3,208,1.0
3,219,1.0
3,220,1.0
3,226,0.3333333333333333
3,227,0.3333333333333333
3,239,0.3333333333333333
4,140,1.0
4,146,1.0
4,153,1.0
4,169,1.0
4,5,0.16666666666666666
4,10,0.16666666666666666
4,23,0.16666666666666666
4,90,0.2
4,92,0.16666666666666666
4,97,0.16666666666666666
4,105,0.2
4,107,0.16666666666666666
4,112,0.16666666666666666
4,120,0.2
4,122,0.16666666666666666
4,141,1.0
4,145,1.0
4,154,1.0
4,155,1.0
4,167,1.0
4,168,1.0
4,181,0.2
4,183,0.16666666666666666
4,188,0.16666666666666666
4,208,1.0
4,209,1.0
4,218,1.0
4,219,1.0
4,228,0.2
4,230,0.16666666666666666
4,235,0.16666666666666666
5,140,1.0
5,146,1.0
5,153,1.0
5,169,1.0
5,6,0.16666666666666666
5,7,0.2
5,8,0.2
5,9,0.16666666666666666
5,21,0.2
5,22,0.16666666666666666
5,91,0.2
5,93,0.16666666666666666
5,95,1.0
5,96,0.16666666666666666
5,106,0.2
5,108,0.16666666666666666
5,110,0.2
5,111,0.16666666666666666
5,123,0.16666666666666666
5,124,0.2
5,141,1.0
5,145,1.0
5,154,1.0
5,155,1.0
5,167,1.0
5,168,1.0
5,182,0.2
5,184,0.16666666666666666
5,185,0.2
5,186,0.2
5,187,0.16666666666666666
5,229,0.2
5,231,0.16666666666666666
5,233,0.2
5,234,0.16666666666666666
6,10,0.16666666666666666
6,23,0.16666666666666666
6,92,0.16666666666666666
6,97,0.16666666666666666
6,107,0.16666666666666666
6,112,0.16666666666666666
6,122,0.16666666666666666
6,183,0.16666666666666666
6,188,0.16666666666666666
6,230,0.16666666666666666
6,235,0.16666666666666666
7,9,0.2
7,22,0.2
7,92,0.2
7,96,0.2
7,111,0.2
7,183,0.2
7,187,0.2
7,230,0.2
7,234,0.2
8,92,0.2
8,107,0.2
8,122,0.2
8,183,0.2
8,230,0.2
9,140,1.0
9,146,1.0
9,153,1.0
9,169,1.0
9,10,0.16666666666666666
9,23,0.16666666666666666
9,92,0.16666666666666666
9,94,0.2
9,97,0.16666666666666666
9,107,0.16666666666666666
9,109,0.2
9,112,0.16666666666666666
9,122,0.16666666666666666
9,124,0.2
9,145,1.0
9,168,1.0
9,183,0.16666666666666666
9,185,0.2
9,188,0.16666666666666666
9,230,0.16666666666666666
9,232,0.2
9,235,0.16666666666666666
10,140,1.0
10,146,1.0
10,153,1.0
10,169,1.0
10,11,0.2
10,22,0.16666666666666666
10,24,0.2
10,91,0.2
10,93,0.16666666666666666
10,96,0.16666666666666666
10,98,0.2
10,106,0.2
10,108,0.16666666666666666
10,111,0.16666666666666666
10,113,0.2
10,121,1.0
10,123,0.16666666666666666
10,141,1.0
10,154,1.0
10,155,1.0
10,167,1.0
10,182,0.2
10,184,0.16666666666666666
10,187,0.16666666666666666
10,189,0.2
10,229,0.2
10,231,0.16666666666666666
10,234,0.16666666666666666
10,236,0.2
11,140,1.0
11,153,1.0
11,12,1.0
11,23,0.16666666666666666
11,90,0.2
11,97,0.16666666666666666
11,105,0.2
11,112,0.16666666666666666
11,120,0.2
11,141,1.0
11,145,1.0
11,154,1.0
11,155,1.0
11,167,1.0
11,168,1.0
11,181,0.2
11,188,0.16666666666666666
11,208,1.0
11,209,1.0
11,218,1.0
11,219,1.0
11,228,0.2
11,235,0.16666666666666666
12,24,1.0
12,98,1.0
12,113,1.0
12,189,1.0
12,236,1.0
12,208,1.0
12,209,1.0
12,218,1.0
12,219,1.0
12,14,1.0
12,26,1.0
12,33,1.0
12,74,1.0
12,77,1.0
12,86,1.0
12,89,1.0
12,100,1.0
12,103,1.0
12,116,1.0
12,119,1.0
12,160,1.0
12,180,1.0
12,191,1.0
12,220,1.0
12,226,1.0
12,239,1.0
13,208,1.0
13,209,1.0
13,218,1.0
13,219,1.0
13,14,0.3333333333333333
13,26,0.3333333333333333
13,33,0.3333333333333333
13,74,0.3333333333333333
13,86,0.3333333333333333
13,100,0.3333333333333333
13,116,0.3333333333333333
13,119,0.3333333333333333
13,160,0.3333333333333333
13,180,0.3333333333333333
13,191,0.3333333333333333
13,239,0.3333333333333333
13,85,1.0
14,90,0.3333333333333333
14,105,0.3333333333333333
14,120,0.3333333333333333
14,181,0.3333333333333333
14,228,0.3333333333333333
14,25,0.3333333333333333
14,99,0.3333333333333333
14,15,0.3333333333333333
14,32,0.3333333333333333
14,34,1.0
14,75,0.3333333333333333
14,76,0.3333333333333333
14,85,1.0
14,87,0.5
14,102,0.3333333333333333
14,104,0.3333333333333333
14,114,0.3333333333333333
14,115,0.3333333333333333
14,117,0.3333333333333333
14,132,1.0
14,133,0.3333333333333333
14,159,0.5
14,161,1.0
14,190,0.3333333333333333
14,207,1.0
14,220,1.0
14,225,0.5
14,227,0.3333333333333333
14,237,0.3333333333333333
14,238,0.3333333333333333
14,240,0.5
15,26,0.3333333333333333
15,33,0.3333333333333333
15,74,0.3333333333333333
15,77,0.3333333333333333
15,86,0.3333333333333333
15,89,0.3333333333333333
15,100,0.3333333333333333
15,103,0.3333333333333333
15,116,0.3333333333333333
15,119,0.3333333333333333
15,160,0.3333333333333333
15,180,0.3333333333333333
15,191,0.3333333333333333
15,226,0.3333333333333333
15,239,0.3333333333333333
15,84,1.0
15,85,1.0
15,87,1.0
15,159,1.0
15,162,1.0
15,225,1.0
15,240,1.0
16,17,0.3333333333333333
16,46,1.0
16,51,0.3333333333333333
16,57,1.0
16,69,0.3333333333333333
16,82,0.3333333333333333
16,135,1.0
16,139,1.0
16,152,1.0
16,170,1.0
16,174,0.3333333333333333
16,213,0.3333333333333333
16,214,0.3333333333333333
17,18,0.3333333333333333
17,45,1.0
17,50,1.0
17,56,0.3333333333333333
17,58,0.3333333333333333
17,59,0.3333333333333333
17,64,0.3333333333333333
17,65,0.3333333333333333
17,70,1.0
17,81,1.0
17,125,1.0
17,134,0.3333333333333333
17,136,1.0
17,158,0.3333333333333333
17,165,0.3333333333333333
17,171,1.0
17,172,0.3333333333333333
17,173,0.3333333333333333
17,175,0.3333333333333333
17,212,0.3333333333333333
17,215,0.3333333333333333
18,46,1.0
18,51,0.3333333333333333
18,57,1.0
18,69,0.3333333333333333
18,82,0.3333333333333333
18,135,1.0
18,174,0.3333333333333333
18,213,0.3333333333333333
18,214,0.3333333333333333
18,43,1.0
18,48,1.0
18,54,0.5
18,62,1.0
18,66,0.5
18,210,1.0
18,217,1.0
19,45,1.0
19,50,1.0
19,56,0.5
19,64,0.5
19,70,1.0
19,81,1.0
19,212,0.5
19,43,1.0
19,48,1.0
19,54,0.5
19,62,1.0
19,20,0.5
19,67,1.0
19,78,1.0
19,138,1.0
19,177,0.5
20,66,0.5
20,44,1.0
20,49,1.0
20,55,0.5
20,63,0.5
20,72,0.5
20,137,0.5
20,176,0.5
20,79,0.5
21,92,0.2
21,107,0.2
21,122,0.2
21,183,0.2
21,230,0.2
22,140,1.0
22,146,1.0
22,153,1.0
22,169,1.0
22,23,0.16666666666666666
22,92,0.16666666666666666
22,94,0.2
22,97,0.16666666666666666
22,107,0.16666666666666666
22,109,0.2
22,112,0.16666666666666666
22,122,0.16666666666666666
22,124,0.2
22,145,1.0
22,168,1.0
22,183,0.16666666666666666
22,185,0.2
22,188,0.16666666666666666
22,230,0.16666666666666666
22,232,0.2
22,235,0.16666666666666666
23,140,1.0
23,146,1.0
23,153,1.0
23,169,1.0
23,24,0.2
23,91,0.2
23,93,0.16666666666666666
23,96,0.16666666666666666
23,98,0.2
23,106,0.2
23,108,0.16666666666666666
23,111,0.16666666666666666
23,113,0.2
23,121,1.0
23,123,0.16666666666666666
23,141,1.0
23,154,1.0
23,155,1.0
23,167,1.0
23,182,0.2
23,184,0.16666666666666666
23,187,0.16666666666666666
23,189,0.2
23,229,0.2
23,231,0.16666666666666666
23,234,0.16666666666666666
23,236,0.2
24,140,1.0
24,153,1.0
24,25,0.2
24,90,0.2
24,97,0.16666666666666666
24,99,0.2
24,105,0.2
24,112,0.16666666666666666
24,120,0.2
24,141,1.0
24,145,1.0
24,154,1.0
24,155,1.0
24,167,1.0
24,168,1.0
24,181,0.2
24,188,0.16666666666666666
24,208,1.0
24,209,1.0
24,218,1.0
24,219,1.0
24,228,0.2
24,235,0.16666666666666666
25,98,0.2
25,113,0.2
25,189,0.2
25,236,0.2
25,208,1.0
25,209,1.0
25,218,1.0
25,219,1.0
25,26,0.3333333333333333
25,33,0.3333333333333333
25,74,0.3333333333333333
25,77,0.3333333333333333
25,86,0.3333333333333333
25,89,0.3333333333333333
25,100,0.3333333333333333
25,103,0.3333333333333333
25,116,0.3333333333333333
25,119,0.3333333333333333
25,160,0.3333333333333333
25,180,0.3333333333333333
25,191,0.3333333333333333
25,220,1.0
25,226,0.3333333333333333
25,239,0.3333333333333333
26,90,0.3333333333333333
26,105,0.3333333333333333
26,120,0.3333333333333333
26,181,0.3333333333333333
26,228,0.3333333333333333
26,99,0.3333333333333333
26,32,0.3333333333333333
26,75,0.3333333333333333
26,76,0.3333333333333333
26,87,0.5
26,102,0.3333333333333333
26,104,0.3333333333333333
26,114,0.3333333333333333
26,115,0.3333333333333333
26,117,0.3333333333333333
26,133,0.3333333333333333
26,159,0.5
26,161,1.0
26,190,0.3333333333333333
26,225,0.5
26,227,0.3333333333333333
26,237,0.3333333333333333
26,238,0.3333333333333333
26,240,0.5
27,84,1.0
27,162,1.0
28,144,1.0
28,166,1.0
28,142,1.0
28,156,1.0
28,30,0.5
28,35,1.0
28,39,0.5
28,131,1.0
28,143,0.5
28,149,0.5
28,157,0.5
28,206,1.0
28,221,1.0
28,223,0.5
29,144,1.0
29,166,1.0
29,30,0.3333333333333333
29,35,1.0
29,36,1.0
29,39,0.3333333333333333
29,130,1.0
29,131,1.0
29,143,0.3333333333333333
29,149,0.3333333333333333
29,157,0.3333333333333333
29,197,1.0
29,206,1.0
29,221,1.0
29,223,0.3333333333333333
30,144,0.5
30,166,0.5
30,142,0.5
30,156,0.5
30,37,0.3333333333333333
30,38,0.25
30,41,0.3333333333333333
30,52,1.0
30,126,0.3333333333333333
30,127,1.0
30,128,0.25
30,129,0.3333333333333333
30,147,0.3333333333333333
30,148,0.25
30,194,0.3333333333333333
30,195,1.0
30,196,1.0
30,199,0.25
30,200,0.3333333333333333
30,202,0.25
30,203,0.3333333333333333
30,205,0.25
30,222,0.25
32,33,0.3333333333333333
32,74,0.3333333333333333
32,77,0.3333333333333333
32,86,0.3333333333333333
32,89,0.3333333333333333
32,100,0.3333333333333333
32,103,0.3333333333333333
32,116,0.3333333333333333
32,119,0.3333333333333333
32,160,0.3333333333333333
32,180,0.3333333333333333
32,191,0.3333333333333333
32,226,0.3333333333333333
32,239,0.3333333333333333
32,84,1.0
32,87,1.0
32,159,1.0
32,162,1.0
32,225,1.0
32,240,1.0
33,90,0.3333333333333333
33,105,0.3333333333333333
33,120,0.3333333333333333
33,181,0.3333333333333333
33,228,0.3333333333333333
33,99,0.3333333333333333
33,34,1.0
33,75,0.3333333333333333
33,76,0.3333333333333333
33,85,1.0
33,87,0.5
33,102,0.3333333333333333
33,104,0.3333333333333333
33,114,0.3333333333333333
33,115,0.3333333333333333
