line_name,line_begin,line_end,orderid_a,orderid_b,station_name_a,station_name_b,occur_num,line_num_line_id,num_new_station_id_a,num_new_station_id_b,direction
101路,百万庄西口,红庙路口东,0,1,百万庄西口,百万庄中街,2,101,0,1,0
101路,百万庄西口,红庙路口东,0,2,百万庄西口,百万庄东口,2,101,0,2,0
101路,百万庄西口,红庙路口东,1,2,百万庄中街,百万庄东口,2,101,1,2,0
101路,百万庄西口,红庙路口东,2,3,百万庄东口,展览路,2,101,2,3,0
101路,百万庄西口,红庙路口东,2,4,百万庄东口,阜成门外,2,101,2,4,0
101路,百万庄西口,红庙路口东,3,4,展览路,阜成门外,7,101,3,4,0
101路,百万庄西口,红庙路口东,3,5,展览路,阜成门,6,101,3,5,0
101路,百万庄西口,红庙路口东,3,6,展览路,阜成门内,4,101,3,6,0
101路,百万庄西口,红庙路口东,3,7,展览路,白塔寺东,4,101,3,7,0
101路,百万庄西口,红庙路口东,3,8,展览路,西四路口东,3,101,3,8,0
101路,百万庄西口,红庙路口东,3,9,展览路,西安门,3,101,3,9,0
101路,百万庄西口,红庙路口东,3,10,展览路,北海,3,101,3,10,0
101路,百万庄西口,红庙路口东,3,11,展览路,神武门,3,101,3,11,0
101路,百万庄西口,红庙路口东,3,12,展览路,沙滩路口西,3,101,3,12,0
101路,百万庄西口,红庙路口东,4,5,阜成门外,阜成门,7,101,4,5,0
101路,百万庄西口,红庙路口东,4,6,阜成门外,阜成门内,4,101,4,6,0
101路,百万庄西口,红庙路口东,4,7,阜成门外,白塔寺东,4,101,4,7,0
101路,百万庄西口,红庙路口东,4,8,阜成门外,西四路口东,3,101,4,8,0
101路,百万庄西口,红庙路口东,4,9,阜成门外,西安门,3,101,4,9,0
101路,百万庄西口,红庙路口东,4,10,阜成门外,北海,3,101,4,10,0
101路,百万庄西口,红庙路口东,4,11,阜成门外,神武门,3,101,4,11,0
101路,百万庄西口,红庙路口东,4,12,阜成门外,沙滩路口西,3,101,4,12,0
101路,百万庄西口,红庙路口东,5,6,阜成门,阜成门内,8,101,5,6,0
101路,百万庄西口,红庙路口东,5,7,阜成门,白塔寺东,8,101,5,7,0
101路,百万庄西口,红庙路口东,5,8,阜成门,西四路口东,4,101,5,8,0
101路,百万庄西口,红庙路口东,5,9,阜成门,西安门,3,101,5,9,0
101路,百万庄西口,红庙路口东,5,10,阜成门,北海,3,101,5,10,0
101路,百万庄西口,红庙路口东,5,11,阜成门,神武门,3,101,5,11,0
101路,百万庄西口,红庙路口东,5,12,阜成门,沙滩路口西,3,101,5,12,0
101路,百万庄西口,红庙路口东,6,7,阜成门内,白塔寺东,9,101,6,7,0
101路,百万庄西口,红庙路口东,6,8,阜成门内,西四路口东,4,101,6,8,0
101路,百万庄西口,红庙路口东,6,9,阜成门内,西安门,3,101,6,9,0
101路,百万庄西口,红庙路口东,6,10,阜成门内,北海,3,101,6,10,0
101路,百万庄西口,红庙路口东,6,11,阜成门内,神武门,3,101,6,11,0
