guidao_station_name,guidao_line_name,guidao_jingdu_str,guidao_weidu_str,gongjiao_station_name,gongjiao_line_name,gongjiao_jingdu_str,gongjiao_weidu_str,range_str,distance,guidao_line_begin,guidao_line_end,gongjiao_line_begin,gongjiao_line_end,guidao_station_orderid,gongjiao_station_orderid
九棵树,地铁1号线八通线,116.657533,39.890278,地铁九棵树站,通90路,116.65732599981433,39.89048200020813,"[1, 49]",28.748,古城,环球度假区,地铁通州北苑站,凤河营,29,2
九棵树,地铁1号线八通线,116.657533,39.890278,地铁九棵树站,通90路,116.65732599981433,39.89048200020813,"[1, 49]",28.748,古城,环球度假区,地铁通州北苑站,凤河营,29,2
九棵树,地铁1号线八通线,116.657533,39.890278,城铁九棵树站,通9路,116.65732599981433,39.89048200020813,"[1, 49]",28.748,古城,环球度假区,城铁九棵树站,永乐店镇,29,0
九棵树,地铁1号线八通线,116.657533,39.890278,城铁九棵树站,通9路,116.65732599981433,39.89048200020813,"[1, 49]",28.748,古城,环球度假区,城铁九棵树站,永乐店镇,29,0
九棵树,地铁1号线八通线,116.657533,39.890278,城铁九棵树站,通9路,116.65788300039792,39.89045700041422,"[1, 49]",35.8864,古城,环球度假区,永乐店镇,城铁九棵树站,29,58
九棵树,地铁1号线八通线,116.657533,39.890278,城铁九棵树站,通9路,116.65788300039792,39.89045700041422,"[1, 49]",35.8864,古城,环球度假区,永乐店镇,城铁九棵树站,29,58
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,587路,116.66895399968742,39.883850000124696,"[1, 49]",27.7253,古城,环球度假区,京东运乔建材城,苹果派小区,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,587路,116.66895399968742,39.883850000124696,"[1, 49]",27.7253,古城,环球度假区,京东运乔建材城,苹果派小区,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,587路,116.66882399985808,39.88377599962639,"[1, 49]",14.1395,古城,环球度假区,苹果派小区,京东运乔建材城,30,22
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,587路,116.66882399985808,39.88377599962639,"[1, 49]",14.1395,古城,环球度假区,苹果派小区,京东运乔建材城,30,22
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,589路,116.66913600030695,39.883844999964566,"[1, 49]",40.1108,古城,环球度假区,环球度假区,疃里公交场站,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,589路,116.66913600030695,39.883844999964566,"[1, 49]",40.1108,古城,环球度假区,环球度假区,疃里公交场站,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,589路,116.6687849999748,39.88380799974598,"[1, 49]",15.5866,古城,环球度假区,疃里公交场站,环球度假区,30,17
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,589路,116.6687849999748,39.88380799974598,"[1, 49]",15.5866,古城,环球度假区,疃里公交场站,环球度假区,30,17
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,805路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,廊坊,通州北苑路口西,30,39
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,805路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,廊坊,通州北苑路口西,30,39
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,805路,116.66871500036348,39.88386699974574,"[1, 49]",21.1313,古城,环球度假区,通州北苑路口西,廊坊站,30,6
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,805路,116.66871500036348,39.88386699974574,"[1, 49]",21.1313,古城,环球度假区,通州北苑路口西,廊坊站,30,6
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,806路,116.66877000032191,39.88381999961831,"[1, 49]",16.4632,古城,环球度假区,大北窑南,太玉园公交场站,30,16
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,806路,116.66877000032191,39.88381999961831,"[1, 49]",16.4632,古城,环球度假区,大北窑南,太玉园公交场站,30,16
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,806路,116.66913600030695,39.883844999964566,"[1, 49]",40.1108,古城,环球度假区,太玉园公交场站,大北窑南,30,7
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,806路,116.66913600030695,39.883844999964566,"[1, 49]",40.1108,古城,环球度假区,太玉园公交场站,大北窑南,30,7
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,810路,116.66896300032532,39.88366299982856,"[1, 49]",20.7924,古城,环球度假区,通州西站,香河总站,30,10
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,810路,116.66896300032532,39.88366299982856,"[1, 49]",20.7924,古城,环球度假区,通州西站,香河总站,30,10
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,810路,116.66894500014165,39.8838589997109,"[1, 49]",27.8948,古城,环球度假区,香河总站,通州西站,30,40
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,810路,116.66894500014165,39.8838589997109,"[1, 49]",27.8948,古城,环球度假区,香河总站,通州西站,30,40
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,938路,116.66912299950303,39.88371100013135,"[1, 49]",34.5931,古城,环球度假区,安平香汐花园,通州西站,30,38
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,938路,116.66912299950303,39.88371100013135,"[1, 49]",34.5931,古城,环球度假区,安平香汐花园,通州西站,30,38
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,938路,116.66894500010913,39.883680999900086,"[1, 49]",19.2033,古城,环球度假区,通州西站,安平香汐花园,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,938路,116.66894500010913,39.883680999900086,"[1, 49]",19.2033,古城,环球度假区,通州西站,安平香汐花园,30,9
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通13路,116.66886700039362,39.88374600031404,"[1, 49]",14.7034,古城,环球度假区,城铁九棵树站,尹家河村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通13路,116.66886700039362,39.88374600031404,"[1, 49]",14.7034,古城,环球度假区,城铁九棵树站,尹家河村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通13路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,尹家河村,城铁九棵树站,30,41
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通13路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,尹家河村,城铁九棵树站,30,41
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通14路,116.66877600013983,39.883819000429746,"[1, 49]",16.4968,古城,环球度假区,通州北关,黄厂铺村,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通14路,116.66877600013983,39.883819000429746,"[1, 49]",16.4968,古城,环球度假区,通州北关,黄厂铺村,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通14路,116.66918800032407,39.88365899987709,"[1, 49]",39.9823,古城,环球度假区,黄厂铺村,通州北关,30,38
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通14路,116.66918800032407,39.88365899987709,"[1, 49]",39.9823,古城,环球度假区,黄厂铺村,通州北关,30,38
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通21路,116.66882400049363,39.88378000004912,"[1, 49]",14.4885,古城,环球度假区,地铁九棵树站,曹庄村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通21路,116.66882400049363,39.88378000004912,"[1, 49]",14.4885,古城,环球度假区,地铁九棵树站,曹庄村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通21路,116.66906699966155,39.88375100044183,"[1, 49]",30.7299,古城,环球度假区,曹庄村,地铁九棵树站,30,32
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通21路,116.66906699966155,39.88375100044183,"[1, 49]",30.7299,古城,环球度假区,曹庄村,地铁九棵树站,30,32
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通22路,116.6687070000994,39.88387199994489,"[1, 49]",21.7113,古城,环球度假区,通州北苑路口南,鲁城村西口,30,7
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通22路,116.6687070000994,39.88387199994489,"[1, 49]",21.7113,古城,环球度假区,通州北苑路口南,鲁城村西口,30,7
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通26路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,鑫隅三街,靓景名居小区,30,37
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通26路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,鑫隅三街,靓景名居小区,30,37
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通26路,116.668919000447,39.88369799955355,"[1, 49]",17.1395,古城,环球度假区,靓景名居小区,鑫隅三街,30,11
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通26路,116.668919000447,39.88369799955355,"[1, 49]",17.1395,古城,环球度假区,靓景名居小区,鑫隅三街,30,11
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通34路,116.66879300009184,39.88380399964621,"[1, 49]",15.4343,古城,环球度假区,地铁梨园站,太玉园公交场站,30,0
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通34路,116.66879300009184,39.88380399964621,"[1, 49]",15.4343,古城,环球度假区,地铁梨园站,太玉园公交场站,30,0
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通34路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,太玉园公交场站,地铁梨园站,30,8
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通34路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,太玉园公交场站,地铁梨园站,30,8
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通40路,116.66871500036348,39.88386699974574,"[1, 49]",21.1313,古城,环球度假区,地铁九棵树站,漷城西四路,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通40路,116.66871500036348,39.88386699974574,"[1, 49]",21.1313,古城,环球度假区,地铁九棵树站,漷城西四路,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通40路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,漷城西四路,地铁九棵树站,30,35
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通40路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,漷城西四路,地铁九棵树站,30,35
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通41路,116.66891899991857,39.88370199997303,"[1, 49]",17.2057,古城,环球度假区,大灰店村,陈桁村,30,43
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通41路,116.66891899991857,39.88370199997303,"[1, 49]",17.2057,古城,环球度假区,大灰店村,陈桁村,30,43
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通41路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,陈桁村,大灰店村,30,30
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通41路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,陈桁村,大灰店村,30,30
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通43路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,临沟屯村,地铁通州北苑站,30,33
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通43路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,临沟屯村,地铁通州北苑站,30,33
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通43路,116.66875000024926,39.88383700014937,"[1, 49]",17.9744,古城,环球度假区,地铁通州北苑站,临沟屯村,30,10
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通43路,116.66875000024926,39.88383700014937,"[1, 49]",17.9744,古城,环球度假区,地铁通州北苑站,临沟屯村,30,10
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通50路,116.6688230004134,39.8837810000017,"[1, 49]",14.5248,古城,环球度假区,地铁梨园站,张家湾凉水河桥北,30,0
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通50路,116.6688230004134,39.8837810000017,"[1, 49]",14.5248,古城,环球度假区,地铁梨园站,张家湾凉水河桥北,30,0
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通50路,116.66908999947654,39.88374300035161,"[1, 49]",32.412,古城,环球度假区,张家湾凉水河桥北,地铁梨园站,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通50路,116.66908999947654,39.88374300035161,"[1, 49]",32.412,古城,环球度假区,张家湾凉水河桥北,地铁梨园站,30,9
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通53路,116.66877999983248,39.88381100019835,"[1, 49]",15.7551,古城,环球度假区,地铁梨园站,苍头村,30,0
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通53路,116.66877999983248,39.88381100019835,"[1, 49]",15.7551,古城,环球度假区,地铁梨园站,苍头村,30,0
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通53路,116.66892399951121,39.883871999698044,"[1, 49]",27.8052,古城,环球度假区,苍头村,地铁梨园站,30,17
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通53路,116.66892399951121,39.883871999698044,"[1, 49]",27.8052,古城,环球度假区,苍头村,地铁梨园站,30,17
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通5路,116.66881600024757,39.883785000255905,"[1, 49]",14.5366,古城,环球度假区,地铁九棵树站,姚辛庄村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通5路,116.66881600024757,39.883785000255905,"[1, 49]",14.5366,古城,环球度假区,地铁九棵树站,姚辛庄村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通5路,116.66922300056143,39.88363299965754,"[1, 49]",43.1965,古城,环球度假区,姚辛庄村,地铁九棵树站,30,23
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通5路,116.66922300056143,39.88363299965754,"[1, 49]",43.1965,古城,环球度假区,姚辛庄村,地铁九棵树站,30,23
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通62路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,新城乐居,陈列馆路,30,7
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通62路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,新城乐居,陈列馆路,30,7
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通62路,116.66890599943103,39.88371099984829,"[1, 49]",16.3145,古城,环球度假区,陈列馆路,高楼金村,30,18
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通62路,116.66890599943103,39.88371099984829,"[1, 49]",16.3145,古城,环球度假区,陈列馆路,高楼金村,30,18
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通64路,116.66875900045362,39.88383200010004,"[1, 49]",17.5535,古城,环球度假区,地铁九棵树站,青山,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通64路,116.66875900045362,39.88383200010004,"[1, 49]",17.5535,古城,环球度假区,地铁九棵树站,青山,30,3
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通64路,116.6690409996169,39.88377999958218,"[1, 49]",29.6874,古城,环球度假区,青山,地铁九棵树站,30,24
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通64路,116.6690409996169,39.88377999958218,"[1, 49]",29.6874,古城,环球度假区,青山,地铁九棵树站,30,24
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通72路,116.66870899976784,39.88386500041529,"[1, 49]",20.9257,古城,环球度假区,地铁九棵树站,坨堤村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通72路,116.66870899976784,39.88386500041529,"[1, 49]",20.9257,古城,环球度假区,地铁九棵树站,坨堤村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通72路,116.66914400056214,39.88369399968793,"[1, 49]",36.2272,古城,环球度假区,坨堤村,地铁九棵树站,30,21
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通72路,116.66914400056214,39.88369399968793,"[1, 49]",36.2272,古城,环球度假区,坨堤村,地铁九棵树站,30,21
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通73路,116.66870899976784,39.88386500041529,"[1, 49]",20.9257,古城,环球度假区,地铁九棵树站,西马各庄村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通73路,116.66870899976784,39.88386500041529,"[1, 49]",20.9257,古城,环球度假区,地铁九棵树站,西马各庄村,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通73路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,西马各庄村,地铁九棵树站,30,25
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通73路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,西马各庄村,地铁九棵树站,30,25
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通90路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,凤河营,城铁北苑站,30,29
梨园,地铁1号线八通线,116.66872,39.883677,城铁梨园站,通90路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,凤河营,城铁北苑站,30,29
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通90路,116.66883700036861,39.88376699976051,"[1, 49]",14.1355,古城,环球度假区,地铁通州北苑站,凤河营,30,4
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通90路,116.66883700036861,39.88376699976051,"[1, 49]",14.1355,古城,环球度假区,地铁通州北苑站,凤河营,30,4
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通9路,116.66875899982189,39.88382799967736,"[1, 49]",17.1169,古城,环球度假区,城铁九棵树站,永乐店镇,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通9路,116.66875899982189,39.88382799967736,"[1, 49]",17.1169,古城,环球度假区,城铁九棵树站,永乐店镇,30,3
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通9路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,永乐店镇,城铁九棵树站,30,55
梨园,地铁1号线八通线,116.66872,39.883677,地铁梨园站,通9路,116.66904499992492,39.88377599976427,"[1, 49]",29.8357,古城,环球度假区,永乐店镇,城铁九棵树站,30,55
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,806路,116.67839000039935,39.875216999764305,"[1, 49]",47.4672,古城,环球度假区,大北窑南,太玉园公交场站,31,18
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,806路,116.67839000039935,39.875216999764305,"[1, 49]",47.4672,古城,环球度假区,大北窑南,太玉园公交场站,31,18
临河里,地铁1号线八通线,116.678811,39.875496,城铁临河里站,通13路,116.67872399993269,39.87592900044052,"[1, 49]",48.7164,古城,环球度假区,尹家河村,城铁九棵树站,31,39
临河里,地铁1号线八通线,116.678811,39.875496,城铁临河里站,通13路,116.67872399993269,39.87592900044052,"[1, 49]",48.7164,古城,环球度假区,尹家河村,城铁九棵树站,31,39
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通26路,116.67834600020423,39.87525200042525,"[1, 49]",48.0696,古城,环球度假区,靓景名居小区,鑫隅三街,31,13
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通26路,116.67834600020423,39.87525200042525,"[1, 49]",48.0696,古城,环球度假区,靓景名居小区,鑫隅三街,31,13
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通34路,116.67848500050796,39.87513899982062,"[1, 49]",48.474,古城,环球度假区,地铁梨园站,太玉园公交场站,31,2
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通34路,116.67848500050796,39.87513899982062,"[1, 49]",48.474,古城,环球度假区,地铁梨园站,太玉园公交场站,31,2
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通38路,116.67833800049618,39.8752599998184,"[1, 49]",48.1441,古城,环球度假区,通州小街桥东,协各庄村,31,1
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通38路,116.67833800049618,39.8752599998184,"[1, 49]",48.1441,古城,环球度假区,通州小街桥东,协各庄村,31,1
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通41路,116.67849399999866,39.87513000037853,"[1, 49]",48.8675,古城,环球度假区,大灰店村,陈桁村,31,45
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通41路,116.67849399999866,39.87513000037853,"[1, 49]",48.8675,古城,环球度假区,大灰店村,陈桁村,31,45
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通53路,116.67848999958576,39.87513499973523,"[1, 49]",48.5972,古城,环球度假区,地铁梨园站,苍头村,31,2
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通53路,116.67848999958576,39.87513499973523,"[1, 49]",48.5972,古城,环球度假区,地铁梨园站,苍头村,31,2
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通62路,116.67877600009213,39.87588500011261,"[1, 49]",43.3577,古城,环球度假区,新城乐居,陈列馆路,31,5
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通62路,116.67877600009213,39.87588500011261,"[1, 49]",43.3577,古城,环球度假区,新城乐居,陈列馆路,31,5
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通62路,116.67848500050796,39.87513899982062,"[1, 49]",48.474,古城,环球度假区,陈列馆路,高楼金村,31,20
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通62路,116.67848500050796,39.87513899982062,"[1, 49]",48.474,古城,环球度假区,陈列馆路,高楼金村,31,20
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通72路,116.67844399995033,39.87518299988519,"[1, 49]",46.8203,古城,环球度假区,地铁九棵树站,坨堤村,31,5
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通72路,116.67844399995033,39.87518299988519,"[1, 49]",46.8203,古城,环球度假区,地铁九棵树站,坨堤村,31,5
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通9路,116.67850500034788,39.87512599980822,"[1, 49]",48.7292,古城,环球度假区,城铁九棵树站,永乐店镇,31,5
临河里,地铁1号线八通线,116.678811,39.875496,地铁临河里站,通9路,116.67850500034788,39.87512599980822,"[1, 49]",48.7292,古城,环球度假区,城铁九棵树站,永乐店镇,31,5
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,591路,116.68636299988015,39.87220900001727,"[1, 49]",31.4908,古城,环球度假区,乔庄,通州西站,32,8
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,591路,116.68636299988015,39.87220900001727,"[1, 49]",31.4908,古城,环球度假区,乔庄,通州西站,32,8
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,805路,116.68627599950631,39.872230999559655,"[1, 49]",34.4818,古城,环球度假区,廊坊,通州北苑路口西,32,38
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,805路,116.68627599950631,39.872230999559655,"[1, 49]",34.4818,古城,环球度假区,廊坊,通州北苑路口西,32,38
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,810路,116.6864089998358,39.87219599955689,"[1, 49]",30.456,古城,环球度假区,香河总站,通州西站,32,37
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,810路,116.6864089998358,39.87219599955689,"[1, 49]",30.456,古城,环球度假区,香河总站,通州西站,32,37
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,924路,116.68641499968224,39.872195999559914,"[1, 49]",30.5463,古城,环球度假区,土桥公交场站,南彩汽车站,32,1
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,924路,116.68641499968224,39.872195999559914,"[1, 49]",30.5463,古城,环球度假区,土桥公交场站,南彩汽车站,32,1
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,938路,116.68630200031261,39.87222700007521,"[1, 49]",33.7091,古城,环球度假区,安平香汐花园,通州西站,32,35
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,938路,116.68630200031261,39.87222700007521,"[1, 49]",33.7091,古城,环球度假区,安平香汐花园,通州西站,32,35
土桥,地铁1号线八通线,116.686349,39.871926,城铁土桥站,通13路,116.6866410005751,39.87213500011355,"[1, 49]",34.0742,古城,环球度假区,尹家河村,城铁九棵树站,32,38
土桥,地铁1号线八通线,116.686349,39.871926,城铁土桥站,通13路,116.6866410005751,39.87213500011355,"[1, 49]",34.0742,古城,环球度假区,尹家河村,城铁九棵树站,32,38
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通14路,116.68650599975217,39.872170000382155,"[1, 49]",30.2595,古城,环球度假区,黄厂铺村,通州北关,32,35
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通14路,116.68650599975217,39.872170000382155,"[1, 49]",30.2595,古城,环球度假区,黄厂铺村,通州北关,32,35
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通21路,116.68623700030255,39.872243999983986,"[1, 49]",36.6289,古城,环球度假区,曹庄村,地铁九棵树站,32,29
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通21路,116.68623700030255,39.872243999983986,"[1, 49]",36.6289,古城,环球度假区,曹庄村,地铁九棵树站,32,29
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通22路,116.6862340000337,39.872246000192035,"[1, 49]",36.9109,古城,环球度假区,鲁城村西口,通州北苑路口南,32,39
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通22路,116.6862340000337,39.872246000192035,"[1, 49]",36.9109,古城,环球度假区,鲁城村西口,通州北苑路口南,32,39
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通26路,116.68630200031261,39.87222700007521,"[1, 49]",33.7091,古城,环球度假区,鑫隅三街,靓景名居小区,32,34
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通26路,116.68630200031261,39.87222700007521,"[1, 49]",33.7091,古城,环球度假区,鑫隅三街,靓景名居小区,32,34
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通34路,116.68614099947735,39.872266000305544,"[1, 49]",41.766,古城,环球度假区,太玉园公交场站,地铁梨园站,32,5
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通34路,116.68614099947735,39.872266000305544,"[1, 49]",41.766,古城,环球度假区,太玉园公交场站,地铁梨园站,32,5
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通38路,116.68633699969428,39.87221800005475,"[1, 49]",32.485,古城,环球度假区,协各庄村,通州小街桥东,32,26
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通38路,116.68633699969428,39.87221800005475,"[1, 49]",32.485,古城,环球度假区,协各庄村,通州小街桥东,32,26
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通40路,116.68630200031261,39.87222700007521,"[1, 49]",33.7091,古城,环球度假区,漷城西四路,地铁九棵树站,32,32
土桥,地铁1号线八通线,116.686349,39.871926,地铁土桥站,通40路,116.68630200031261,39.87222700007521,"[1, 49]",33.7091,古城,环球度假区,漷城西四路,地铁九棵树站,32,32
土桥,地铁1号线八通线,116.686349,39.871926,城铁土桥站,通41路,116.68622400013345,39.87224800038583,"[1, 49]",37.36,古城,环球度假区,陈桁村,大灰店村,32,27
