通60路(城铁北苑站--梨园北街)
0,1,29.456250000000004,73,1,1.375
1,1,30.303703703703704,75,1,1.1851851851851851
2,1,54.17695035460993,138,0,4.092198581560283
3,0,24.55211267605634,63,0,2.591549295774648
4,0,13.604022988505747,36,0,3.1839080459770117
5,0,16.258333333333333,42,0,2.1666666666666665
6,0,2.0,5,0,0.0
7,1,14.308620689655173,37,0,1.9655172413793103
8,0,4.7655737704918035,13,0,1.7377049180327868
21,1,8.75,22,0,0.2
22,1,7.4145161290322585,19,0,0.7419354838709677
23,0,0.6375000000000002,3,0,2.25
24,1,28.508333333333336,73,0,2.7666666666666666
25,0,17.215625,45,0,3.1375
26,0,20.70625,52,0,0.375
27,1,49.68480392156863,127,0,4.46078431372549
28,1,16.141025641025646,41,1,3.4358974358974357
29,0,8.577445652173914,25,0,5.690217391304348
30,0,14.149390243902438,40,0,7.402439024390244
31,1,23.749624060150378,62,1,6.601503759398496
32,0,0.054901960784313975,7,0,10.980392156862745
33,1,1.6076923076923073,10,1,11.96923076923077
34,1,3.6648148148148145,15,1,11.74074074074074
35,0,0.8862903225806451,9,0,10.85483870967742
36,1,19.65434782608696,52,1,6.982608695652174
37,1,16.467434210526317,46,0,7.730263157894737
38,0,4.496551724137931,15,0,6.0137931034482754
39,0,7.090760869565218,18,1,2.8369565217391304
40,1,18.185135135135134,47,0,2.4594594594594597
41,1,19.50089285714286,52,0,5.196428571428571
42,1,16.0825,42,0,2.87
43,1,17.598924731182798,46,0,3.204301075268817
44,0,2.3942708333333336,9,0,4.822916666666667
45,0,1.6,4,0,0.0
46,1,3.744230769230769,15,1,11.423076923076923
47,0,3.3326612903225805,10,0,2.6693548387096775
48,1,21.931707317073172,54,1,1.0731707317073171
49,1,14.897756410256411,42,0,7.608974358974359
50,0,5.7,18,0,6.0
51,0,7.102777777777778,18,1,2.7888888888888888
52,1,16.541025641025644,42,1,3.4358974358974357
53,0,9.614062500000001,28,0,6.34375
54,0,14.54939024390244,41,0,7.402439024390244
55,1,21.748,57,1,6.608
56,0,-0.20869565217391273,6,0,10.434782608695652
57,0,1.2076923076923078,9,1,11.96923076923077
58,0,7.2451612903225815,19,0,1.4193548387096775
59,1,12.195454545454545,31,0,0.8181818181818182
60,0,5.621428571428572,17,0,4.714285714285714
61,0,7.208333333333335,24,0,9.566666666666666
62,0,10.415730337078651,30,0,6.337078651685394
63,0,11.442857142857143,32,0,5.428571428571429
64,0,17.184453781512605,47,0,6.46218487394958
65,1,50.48809523809524,129,0,4.447619047619048
66,0,6.472685185185185,15,1,0.5092592592592593
67,0,1.4770408163265305,5,0,2.0918367346938775
68,0,11.168548387096775,29,0,1.7258064516129032
69,1,23.06875,59,0,2.125
70,0,9.862890625,26,0,2.1484375
71,0,6.276146788990826,16,0,0.4954128440366973
72,0,2.716666666666667,7,0,0.3333333333333333
73,1,9.600000000000001,24,0,0.0
74,1,9.107812500000001,24,0,1.96875
75,0,6.71,18,0,1.96
76,0,6.177118644067797,17,0,2.4915254237288136
77,1,6.7,18,0,2.0
78,1,6.893877551020409,18,0,1.2244897959183674
79,0,2.0,5,0,0.0
80,1,14.885714285714288,39,0,2.857142857142857
81,1,5.1125,18,1,10.75
82,0,-0.3137096774193546,6,0,10.85483870967742
83,1,20.07976190476191,53,1,6.880952380952381
84,1,18.085714285714285,47,0,2.857142857142857
85,1,7.283333333333333,18,1,2.066666666666667
86,1,17.958823529411767,46,0,1.7647058823529411
87,0,5.998529411764706,17,0,3.2058823529411766
88,1,28.36447368421053,73,0,3.3421052631578947
89,1,27.121052631578948,69,0,1.9157894736842105
90,1,62.41092715231788,157,0,1.5562913907284768
91,1,65.6742718446602,166,0,2.9029126213592233
92,1,14.74424778761062,38,0,1.823008849557522
93,0,3.232867132867133,9,0,1.4685314685314685
94,1,4.383333333333334,12,0,1.6666666666666667
95,0,0.4,1,0,0.0
96,0,0.8,2,0,0.0
97,1,25.388372093023257,66,0,4.046511627906977
98,0,5.163636363636364,17,0,6.545454545454546
99,0,5.890322580645162,19,0,6.838709677419355
100,1,11.365909090909092,31,0,4.136363636363637
101,0,0.8,2,0,0.0
102,0,0.4,1,0,0.0
103,0,8.4,21,0,0.0
104,1,5.2718750000000005,14,0,1.3125
105,1,7.627659574468085,20,0,1.4893617021276595
106,0,1.197315436241611,4,0,1.610738255033557
107,1,18.366901408450705,47,0,1.732394366197183
108,1,61.66620370370371,156,0,2.935185185185185
109,1,32.791049382716054,83,0,1.6358024691358024
110,1,29.825641025641026,77,0,3.8974358974358974
111,1,25.185897435897434,65,0,3.2564102564102564
112,0,7.6000000000000005,19,0,0.0
113,1,19.526315789473685,50,0,1.894736842105263
114,0,0.45945945945945943,1,1,2.1621621621621623
115,1,0.4730769230769231,2,0,1.3076923076923077
124,1,54.569424460431655,139,0,4.122302158273381
125,0,25.527586206896554,64,0,0.2896551724137931
126,0,14.0,35,0,0.0
127,1,16.0,40,0,0.0
128,0,2.0,5,0,0.0
129,1,14.708620689655174,38,0,1.9655172413793103
136,0,2.3694444444444445,7,0,1.7222222222222223
137,0,2.8000000000000003,7,0,0.0
138,1,22.961538461538463,60,1,6.553846153846154
139,0,-0.26666666666666616,6,0,10.666666666666666
140,0,1.2076923076923078,9,1,11.96923076923077
141,1,16.726785714285715,43,0,1.8928571428571428
142,1,6.524528301886792,15,1,0.3018867924528302
143,0,1.286290322580645,10,0,10.85483870967742
144,1,19.290322580645164,51,1,6.838709677419355
145,0,14.497756410256413,41,0,7.608974358974359
146,0,6.389930555555556,19,0,4.840277777777778
147,0,7.108988764044944,18,1,2.764044943820225
148,0,5.21888111888112,14,0,1.5244755244755244
149,0,10.927777777777779,28,0,1.0888888888888888
150,0,10.88421052631579,28,0,1.263157894736842
151,0,7.9,21,0,2.0
152,1,30.660493827160497,76,1,1.3580246913580247
153,0,23.61397849462366,59,1,2.3440860215053765
154,0,0.6770408163265308,3,0,2.0918367346938775
155,0,10.950000000000001,28,0,1.0
156,0,11.380701754385967,29,0,0.8771929824561403
157,0,4.021527777777778,11,0,1.5138888888888888
158,1,15.341025641025643,39,1,3.4358974358974357
159,0,9.386436170212766,27,0,5.654255319148936
160,1,23.323076923076925,61,1,6.707692307692308
161,0,0.20540540540540553,7,0,10.378378378378379
162,1,1.6076923076923073,10,1,11.96923076923077
163,1,7.718918918918919,18,1,0.32432432432432434
164,0,3.3326612903225805,10,0,2.6693548387096775
165,1,21.931707317073172,54,1,1.0731707317073171
166,0,5.995454545454546,18,0,4.818181818181818
167,0,7.102777777777778,18,1,2.7888888888888888
168,0,5.551048951048951,14,0,0.1958041958041958
169,1,30.66666666666667,76,1,1.3333333333333333
170,0,6.800000000000001,17,0,0.0
171,0,10.4,26,0,0.0
172,0,5.049358974358975,13,0,0.6025641025641025
173,0,4.292857142857144,11,0,0.42857142857142855
174,0,9.450000000000001,24,0,0.6
175,0,7.080281690140845,18,0,0.4788732394366197
176,1,9.12777777777778,24,0,1.8888888888888888
177,0,9.29491525423729,24,0,1.2203389830508475
178,1,15.97547169811321,41,0,1.6981132075471699
179,0,9.777777777777779,25,0,0.8888888888888888
180,1,18.085714285714285,47,0,2.857142857142857
201,1,9.200000000000001,23,0,0.0
202,0,1.3176470588235296,4,1,3.5294117647058822
211,1,9.55,25,0,1.8
212,1,7.814516129032258,20,0,0.7419354838709677
213,0,1.2000000000000002,3,0,0.0
214,1,30.400000000000002,76,0,0.0
215,0,18.0,45,0,0.0
216,0,23.6,59,0,0.0
217,1,50.11972477064221,128,0,4.321100917431193
218,1,6.893877551020409,18,0,1.2244897959183674
219,1,12.608163265306123,33,0,2.36734693877551
